composition,output
Ba1 Ga2 Si1 S6,3.75
Ba1 F2,9.06
Ba1 Ti1 O3,3.13
Al1 B12,2.5
Rb1 Ag2 Te1 S6,2.04
Ba3 P3 Cl1 O10,6.89
Sm2 Mn3 Sb4 S12,1.5
Cd1 In2 S4,2.6
Cd1 Se0.65 S0.35,1.93
Co1 As3,0.4
Ge1 Se2 O6,5.27
Rb1 P1 Se6,2.18
Er1 Cu3 Te3,0.24
K1 Ta1 O3,3.5
Sn1 S1,1.09
Cd0.1 In0.9 Te0.1 As0.9,0.69
Cs1 Zn4 In5 Se12,1.61
K1 Na2 Sb1,1.1
Sn0.1 Pb0.9 Se1,0.12
Rb1 F1,10.4
In1 P1,1.26
Pb1 I2,2.32
Sb1 Se1 I1,1.63
Li1 Zn1 N1,1.91
Zn0.75 Cd0.25 Se1,3.3
Cs1 Bi3 Se5,0.43
Dy1 Cu3 Se3,0.2
Bi12 P1 O20,3.25
Tl1 In1 Se2,1.12
Cd1 In2 Te4,1.12
Ga1 Ag1 Se2,1.8
Li1 Nb1 O3,4.3
Cu1 Cl1,3.31
Cd1 In1 Cu1 Se3,1.66
Sb1 Ru1 Se1,0.9
Co2 Te3 O8,3.6
Sr1 Li4 B2 O6,6.67
As2 S3,2.64
K4 Ge1 Se4,0.64
Cd1 Cl2,5.7
Al1 B12,1.96
Na4 Mg1 Ge2 Se6,2.53
Ag1 I1,2.82
Ta1 N1 O1,2.4
Ba3 B1 Sb1 Se6,1.89
Eu1 Lu2 Se4,1.7
Ga1 P1,2.74
As2 S3,2.48
Na4 Mg1 Si2 Se6,2.85
Ca1 Se1,4.87
Cs1 Ce1 Hg1 Se3,1.94
Ga2 Ge1 Pb1 Se6,1.96
Cd0.04 In0.96 Te0.04 As0.96,0.69
Cs1 Cu2 As1 S3,2.3
Sb2 Se3,1.06
Sr1 La2 S4,2.85
Sr1 Ti1 O3,3.0
In1 P2 S4,2.42
Cd0.2 Ga0.8 Sb0.8 Te0.2,0.8
Eu1 Sb2 S4,1.2
Ba1 Ga4 Se7,2.64
K1 Rb1 Bi8 Se13,0.64
Al0.6 In0.4 P1,2.3
K8 Ga8 Si38,1.18
Fe1 Cu1 Se2,0.16
Cd3 As2,0.13
La3 Te4,0.43
Rh2 S3,0.8
Ga1.01 Sb0.99 Te0.03,0.68
In0.4 Ga0.6 As0.6 P0.4,1.74
Sb2 Te3,0.21
Er2 Mo3 O12,1.04
Tl1 Se1,0.67
Ga1 Se1,2.17
Si0.9 Ge0.1,1.04
Y2 S3,2.9
Ba3 Ta2 Zn1 O9,4.32
Cu1 B1 S2,3.61
Zn0.4 Hg0.6 Se1,0.5
Ta2 O5,4.2
Sn0.25 Pb0.75 Se1,0.04
Zn1 Cu2 Ge1 S4,2.1
In1.8 Cu0.2 Se2.8,1.26
Ag1 S1,1.0
P2 Os1,1.2
Rb1 Zr1 P1 Se6,2.0
Bi2 S3,1.2
Zn3 P2,1.15
Ge1 O2,5.63
Cd1 Se1,1.73
Ag2 Sn1 Se3,0.81
Nd1 Te2,0.48
Na1 Sb1 S2,1.8
Cu2 Ge1 Se3,1.1
Ge1 Pb2 Se4 O12,4.1
Cs1 Sm1 Zn1 Se3,2.43
Sb3 I1 O4,2.61
Ba1 Na1 B5 O9,4.78
Bi2 Se1 I2 O11,3.7
Cd1 P2,2.15
Dy3 Al0.5 Si1 S7,2.22
Tl1 Cr5 Se4 S4,0.85
Nd2 Zr1 S5,1.83
Mn1 Te1,1.35
Li1 In1 Se2,2.83
Ga1.005 Sb0.995 Te0.015,0.68
Ba3 In1 S4 Cl1,3.42
Eu1 V1 O4,3.26
Ga3 Cu1 Se5,1.81
Bi5 I1 O7,2.76
Cs1 La1 Hg1 Se3,2.46
Mg2 Pb1,0.1
Cd1 Se1,1.77
Na1 I1,5.89
Na1 As1 Se2,1.71
Tl1 Se1,0.75
Re1 Si2,0.2
Zn0.99 Cd0.01 Se1,3.7
Na1 In3 S5,2.18
Ti1 C0.9,0.3
K1 B5 Pb1 O9,3.1
Ga1 Te1,1.63
In2 Te1,0.46
In1.6 Cu0.4 Se2.6,1.32
Zn1 Sn1 As2,0.65
Ba1 S1,3.88
In4 Cu2 Te7,1.1
Te1 Pb1,0.32
K2 Sn1 Au2 S4,2.75
Tl1 Br1,3.4
K3 Na1 Sn3 Se8,2.2
Rb2 Nb1 Cu1 S4,2.64
Ag1 O1,1.57
Cd1 S1,2.55
Rb2 Ti1 Cu2 S4,2.19
Sb2 Os1,0.3
Sb1 S1 I1,2.02
Li1 Al1 B14,1.82
Ba3 Sn0.87 Bi2.13 Se8,0.79
K2 In3 Cu1 Se6,1.68
Ce2 Te3,1.22
K1 Cd4 Ga5 Se12,2.16
Eu1 Ga2 Te4,1.7
Pb1 Br2,3.23
Sc1 N1,2.6
Ba3 Gd2 P4 S16,3.41
Cs1 K2 Sb1,1.2
Co1 As1 Se1,0.2
Sm4 Ga1 Sb1 S9,2.23
Zn1 Hg3 S2 Cl4,2.65
Be1 O1,10.39
Ga1.05 Sb0.95 Se0.15,0.66
Cd1 Ge1 As2,0.56
Na3 W1 Cl1 O4,4.99
Ge1 As2,1.06
Al0.99 In0.01 P1,2.4
Ba4 Ga5 Cu1 Se12,1.45
Cs1 Cd4 Ga5 Te12,1.67
In1 As1 I1,0.41
Ag3 Sb1 S3,2.05
Fe1 Cu1 Se2,0.15
Sc1 Cu3 Se3,0.3
Rb1 Bi1 S2,1.26
Zn0.2 Hg0.8 Te1,0.07
Al1 N1,6.28
Si1 As1,1.45
In2 Se3,1.18
Sc1 Hg1,0.24
Sb6 Pb4 Se13,0.65
Cd1 P4,0.99
Cd1 Sn1 As2,0.26
Cs6.4 Na1.6 Ga8 Ge38,0.22
Na1 Yb1 P2 S6,1.85
Ga1 N1,3.44
Rb3 Na1 Mo2 O8,4.84
Be1 S1,4.17
Ag7 As1 S6,1.0
Ga2 S3,2.8
Tl1 As1 Se2,1.35
Cd0.75 In2.1 Ag0.2 Te4,0.54
W1 Se2,1.45
Nd1 Cu1 S1 O1,2.98
Zn0.99 Cd0.01 Se1,3.6
Zn1 B12 H10 O24,4.6
Cd1 Te1,1.66
Cd1 S1,2.49
Cs2 Hg6 S7,1.63
Ca1 B6,4.5
In5 Ag1 S8,1.76
K4 Te4 P8,1.4
V2 O5,2.36
Cu1 Br1,2.9
Hg2 Te2 Br2,2.06
Sc1 Ni1 Sb1,0.11
Ba1 Ga2 Ge1 Se6,2.22
Na2 Te1,2.3
In4 As5 Br3 O12,4.22
Cu1 Br1,3.02
Ta1 N1,2.3
Na2 Mo2 Se2 O11,3.1
K4 Ag9 Sb4 S12,2.0
K2 Gd2 Sb2 Se9,1.33
Rb1 Bi3 Se5,0.8
Sb1 Te1 Ru1,0.5
Sn1 S1,1.07
Bi1 I3,1.93
Zn0.7 Ga0.3 P0.3 S0.7,2.5
Zn1 Si1 As2,2.12
Dy3 Ga1 S6,2.81
La2 Ga0.33 Sb1 S5,1.76
Ba1 B2 O4,6.7
U1 O1,1.5
Cu1 Sb1 S2,1.4
Sm1 S1,2.3
In1 Sn1 As1 Se1,0.26
Zn1 Se1,2.68
Cs4 Zr3 S14,2.35
Ba7 Ga5 Ag1 S15,2.6
Ca1 Nd2 S4,2.7
Cs1 Sm1 Zn1 Se3,2.63
Na1 In3 Se5,2.17
P1 Se1,2.5
Zn0.99 Hg0.01 Te1,2.17
Sc1 Tl1 Se2,0.79
Sb2 Te3,0.28
Tl2 O3,2.25
Cd1 Ge1 As2,0.5
Mg2 Sn1,0.23
Sr1 Pb3 Br8,3.2
Fe1 Cu1 S2,0.43
K1 Sb1 S2,1.67
Rb1 Cl1,8.2
Mn1 Sb2 Se4,0.31
K2 Te1 I6,1.38
Na2 Te1 Se3,1.87
Cd3 As2,0.11
Cs1 Sb1,0.61
Cs1 Zr1 P1 Se6,2.0
Zn2 In2 S5,2.68
Eu3 Bi4 S9,1.18
Al0.99 Ga0.01 P1,2.49
Rb1 Ba2 P5 O15,7.6
Li1 Mg1 Bi1,0.4
Na1 Bi1 S2,0.44
Cd1 Ge1 P2,1.73
Co1 Sb3,0.49
In1 Se1,1.05
Ga1 Bi25 O39,2.99
Ba12 In4 S19,2.56
Ga1.9 Cu0.1 S2.9,2.65
Bi7 O5 F11,4.05
Zn0.01 Cd0.99 Se1,2.4
Sr4 Te3 Cl4 O8,4.0
Ba1 In2 S4,3.06
In1 Ag1 Se2,1.25
Ba1 Ti1 O3,3.06
Sr1 Ge2,0.9
Ga1.9 Cu0.1 S2.9,2.6
Cd4 P2 Cl3,2.24
Cd0.02 In0.98 Te0.02 As0.98,0.73
Ga1 Se1,2.09
In1 Se1,1.19
W1 O3,2.8
Na2 Ga2 Ge1 S6,3.29
Al0.5 Ga0.5 As1,2.12
Sc1 Cu1 O2,3.3
Gd2 O3,5.3
Ga1 As0.01 P0.99,2.23
Li1 In1 S2,3.59
Ir1 S2,0.9
Mn1 I2,4.04
In0.4 Ga0.6 P1,2.05
Eu1.83 Ta15 O32,0.23
Ga2 Te3 O9,4.14
In2 Se1,0.83
Ba3 Sb2 S7,2.4
As1 P1 Ru1,0.8
K1 Ag2 As1 S3,2.25
Pr1 B1 N2,4.0
Sr3 Se3 Cl1 O8,4.4
Li1 Br1,7.5
Al0.05 Cd0.95 Sb0.05 Te0.95,1.37
Cs2 Ga2 Se5,1.95
Cd3 P2,0.58
Zn3 In2 S6,2.8
Rb1 Bi3 Se5,0.43
Ge0.1 Pb0.9 Se1,0.3
In1 Cu1 Se2,1.07
In1 As1,0.28
Cu2 Te3 O8,2.64
Eu1 Sn1 Te2,0.6
Cu1 I1,3.05
Ba2 Dy1 In1 Te5,1.35
Ga1 As1,1.53
Cs1 Sm1 Hg1 Se3,2.37
Ca3 B2 N4,3.9
Sn0.2 Te1 Pb0.8,0.08
Eu1 B1 Sb2 O8,3.46
K4 Hf3 Se14,2.02
Na1 Ce1 S3,2.15
Sn1 Pb1 S3,1.05
Si2 Te3,2.16
La1 Ta1 N2 O1,2.0
Cs4 Ta4 P4 Se24,2.38
Eu1 Er2 Se4,1.7
Ba1 Ge2,1.0
Tl1 In1 Se2,1.18
Cr1 Bi2 I2 O11,2.4
Zn0.15 Ga0.85 As0.85 Se0.15,1.47
Li1 In1 Sn1 S4,2.3
Pr2 Te3,1.5
Eu1 Ga2 Se4,2.16
Na2 Zn1 Ge2 Se6,2.36
In2 Se3,1.42
Pr2 Te4 O11,3.65
Co1 P3,0.45
Tl1 In1 Te2,0.7
Zn1 In2 Te4,1.95
Rb1 Cu2 Sb1 S3,1.67
Tl2 Hg3 Te4,0.9
Cr2 S3,1.1
In1 N1,1.95
Cu2 O1,2.58
Er2 Te3,0.9
Ga1 Si1 Ag1 Se4,2.63
Rb8 Ga8 Si38,1.18
Ag1 Sb1 Te2,0.6
Li2 In2 Ge1 S6,3.45
Sn1 Br2,3.5
Th1 O2,3.3
Bi8 Te7 S5,0.4
Ga2 Si1 Pb1 Se6,2.17
Li2 Zn1 Ge1,1.1
Rb1 Na2 Sb1,1.0
Ta1 Ga1 S2,2.56
K2 Hg3 Se1.31 S2.69,2.28
Al0.7 In0.3 P1,2.3
Ga1 Te1,1.74
Sr1 S1,4.76
Li1 Ga1 S2,3.62
In2 Se3,0.97
Mn1 Te9,2.0
Li1 Cl1,9.33
Tl1 Se1,0.73
In2 Cu1 S3.5,1.43
Zn1 Cu2 Si1 S4,3.25
Ga0.07 Te1 Pb0.93,0.34
Cu1 Hg1 Se2 O6,3.25
Li1 Bi1 S2,0.11
Ca1 Bi2 O4,3.08
Tl3 V1 S4,1.76
Dy1 Te1.4,0.6
Rb3 Zn1 B5 O10,2.66
Li0.5 Ge1 Pb1.75 S4,1.95
Zn1 Cu2 Si1 S4,3.0
Sn1 S1,1.08
Gd1 Mn1.95 In1.05 S5,1.66
Bi1 I3,2.0
Si0.03 Ge0.97,0.67
Cs2 Mg1 Ge3 Se8,2.04
Cd0.28 Hg0.72 Te1,0.21
Ge0.02 Te0.98 Pb0.98 S0.02,0.34
Cs1 Ho9 Cd4 Se18,2.06
In1 Cu1 S2,1.52
Tl1 Cl1,3.2
Ba1 La2 Te5 O14,3.81
Rb1 Sb1 Se2,1.62
V1 O1,0.3
Ga2 Si1 Ag2 S6,2.35
Rb1 Cu2 As1 S3,1.96
Tl1 Br1,2.67
La5 Cu6.33 S7 O4,2.0
Sn0.01 Pb0.99 Se1,0.26
Co1 As1 S1,0.6
Ba3 La3 Cu6 O14,1.8
Bi1 I3,1.92
Zn4 Sb3,1.0
In1.99 Cu0.01 Se2.99,1.45
K2 Sn2 Au2 S6,2.3
Ta1 Ga1 S2,3.6
Ba7 Sn5 S15,2.29
Te1 Se3,1.87
Al2 Se3,3.15
Ga1.8 Cu0.2 S2.8,2.65
Na1 La2 Ta1 O6,4.5
Mo1 O3,3.7
Re1 Si2,0.13
Cs3 Sb2 Br9,2.3
Ag1 Sb1 Se2,0.74
Ca3 N2,1.55
In1 As1,0.45
Sm1 Cu3 Te3,0.23
K1 Ce1 Se4,1.54
Ba1 Al4 Se7,3.4
K2 Bi8 Se13,0.59
Sb2 Te3,0.24
Pb1 Se1,0.35
Cu1 P2,1.51
Rb1 I1,5.83
Fe2 Te3,0.6
Na1 Cd1 As1 S3,2.93
Zn3 P2,1.2
V2 O5,2.54
Zn0.55 Hg0.45 Se1,0.8
Tl1 Se1,1.3
Li2 Cd1 Sn1 S4,3.26
Rb2 Cd3 Se4,2.37
Sm1 Se1,0.46
In0.8 Ga0.2 As0.8 P0.2,0.85
Ba1 S1,3.9
Cs3 Li4 B7 O14,6.53
Rb2 Cd3 S4,2.92
Ga1 Te1,1.78
Sc1 Cd1,1.71
Cd1 Sn1 P2,1.4
Na1 Sm1 P2 S6,2.54
Cd1 As2,1.04
Ga1 Ag1 S2,2.56
P2 Pt1,0.6
Gd2 Te3,0.74
Pb1 S1,0.29
Ag3 As1 Se3,2.07
K1 Sb1,0.9
Ca1 Zn1 S1 O1,3.7
Sb2 Pt1,0.07
Ba1 Au1 I5 O15,2.32
Mg2 Co1,0.66
Ag2 Sn1 Se3,0.7
Cd1 Se1,2.27
Ga1 Ag1 O2,2.2
Ge0.15 Te1 Pb0.85,0.36
Ga1 Cu1 S2,2.44
Eu1 S1,1.69
Ag1 S1,0.85
Ge0.05 Pb0.95 Se0.95 S0.05,0.29
V2 Bi4 O11,2.0
Ga2 Te3,1.5
In2 Hg1 S4,2.0
Li4.5 Cr0.5 Te1 O6,1.79
Er1 In3 S6,1.28
Na2 B6 O9 F2,7.33
Ge1 Se1,1.16
Sn0.05 Pb0.95 Se1,0.22
K8 Zr6 Se30,1.91
Sr5 V3 O12 F1,4.5
Fe1 Ag1 Te2,0.28
Cd1 Se0.35 S0.65,2.13
Sn1 Hg1 O3,1.6
Eu1 Te1,2.0
Rb1 V1 Cu2 S4,1.45
B4 H2 Pb6 O13,3.24
Sn1 Se0.6 S0.4,1.02
In1 Sb1,0.17
La1 Zn1 As1 O1,1.5
P4 Ru1,0.38
Ca1 La2 S4,2.7
Zn4.5 Ga1 Sn0.5 O7,3.0
Ba2 Er1 Ga1 Se5,1.95
Na1 Br1,7.5
Te0.6 Se0.4,0.7
Rb3 Bi2 I9,1.89
Cd12 Ge17 B8 O58,4.29
Ca2 Sc1 Sb1 O6,3.68
Cd1 Te1,1.59
Cu1.8 S1,2.3
La1 Nb1 N2 O1,1.7
Cd1 P4,0.9
Rb1 In5 S6,2.5
Fe1 Ag1 Te2,0.31
Ga1 Sb1,0.77
Sn1 Te1,0.36
Al1 Bi1,0.4
Rb2 V1 Ag1 S4,1.83
Sm3 Al0.33 Si1 S7,2.26
Na1 In1 Se2,2.8
La1 P1,0.54
Ag1 I1,3.01
Cd1 In2 Se4,1.57
Ti1 S2,1.95
Zn0.15 Cd0.85 Se1,2.6
Cu1 Cl1,3.29
Cs1 Lu7 S11,1.86
Fe1 P4,0.32
Cs1 Sb1 S2 O8,4.68
Sb1 Os1 Se1,0.4
In0.5 Ga0.5 As0.5 P0.5,1.55
Zn1 Tc1,2.37
Ba2 Zn1 Se3,2.75
Y1 Cu3 Se3,0.88
Ba2 Y1 Ga1 Se5,2.31
Ag1 S1 O4,0.18
Cd1 S1,2.64
Ce4 Te7,0.5
Ba1 B1 Sb1 S4,2.34
Li2 Fe1 Ge1 S4,1.42
Ce3 Lu1 Se6,1.1
Ga1.05 Sb0.95 Te0.15,0.68
Cs1 In1 Te2,2.16
Ga1.005 Sb0.995 Se0.015,0.64
Ta1 Ga1 S2,2.53
Pr1 As1,1.0
Li4.5 Al0.5 Te1 O6,4.9
K2 Cd3 Se4,2.36
Sn0.28 Te0.28 Pb0.72 Se0.72,0.12
Ag1 Br1,2.52
Ba2 Ga8 Ge1 S16,3.0
Zn1 Ge1 N2,2.9
Ba3 Ho2 P4 S16,3.3
Rb1 Cl1,8.1
Hg5 As1 S2 I3,1.57
Cd3 Bi1 P3 O12,3.9
Eu1 H2,1.85
Na1 N1 O2,2.99
Ba1 Zn1 S1 O1,3.9
In1 Bi2 S4 Cl1,1.5
Te1 I1,1.1
Rb2 Pt1 I6 O18,2.4
Bi1 Se1 I1,1.3
Cs1.43 Cd1.43 Bi2.57 S6,1.28
In1 P2 Se4,1.29
Pb1 Cl2,4.1
Pb1 O2,2.0
Cs2 Ga2 S5,3.26
Sn0.25 Te1 Pb0.75,0.04
Sn1 Se0.01 S0.99,1.08
Pb3 Se2 Br2 O6,3.73
Ba4 Ga2 S8,2.55
In1.6 Ga0.4 Cu1 S3.5,1.55
V2 O5,2.34
K3 Nb2 As1 Se11,1.53
Ga1.7 Cu0.3 S2.7,2.55
Si3 Ru2,0.44
Sn1 Br2,3.4
Li2 Cd1 Ge1 S4,3.1
Li2 Ga2 Ge1 S6,3.65
K1 Li1 C1 O3,6.32
Sb1 S1 Br1,2.21
Dy1 Cu3 Te3,0.34
Mo1 Se2,1.6
La1 In1 S2 O1,2.73
Cd1 Hg6.5 As4 Cl6,1.86
K2 Mn1 Sn2 Se6,2.0
Ga1.02 Sb0.98 Se0.06,0.63
Al0.3 Ga0.7 As1,1.81
Cd2 In1 Cu1 Te3,0.7
Tl2 Te1 Br6,2.06
Cu1 Ni1 C4 N4,2.7
Ba1 Ga2 Se4,3.16
Zn0.2 Ga0.8 Sb0.8 Te0.2,1.15
Eu1 Dy2 Se4,1.8
Tm4 Sb2 Se11.68,1.22
Mo1 O3,3.75
Rb1 Hg1 Sb1 Te3,0.2
P1 Os1 Se1,1.4
Na0.8 Li0.2 As1 Se2,1.72
Te0.01 Pb1 Se0.99,0.26
Sn0.07 Pb0.93 Se1,0.08
Al2 S3,4.1
Ba1 V2 Se1 O8,2.13
La4 Fe1 Sb2 Se10,0.85
B6 P1,3.3
Ba5 Ga6 Ge1 P12,1.39
Er1 B6,3.5
Zn0.01 Ga0.99 Sb0.99 Te0.01,0.72
Tl1 Cr5 Se2 S6,0.94
Sc1 Ag1 P2 Se6,1.55
Yb1 As1,1.02
Sb2 Te3,0.22
Cd1 In2 S4,2.2
Bi1 Se1 Br1,1.54
In6 Se7,0.64
Eu1.75 Ag0.5 Ge1 S4,2.14
Ga1 As0.9 P0.1,1.5
Zn1 In2 Se4,2.0
Ba1 Na2 Sn1 Se4,2.46
Sb1 S1 I1,1.84
Cs2 V1 Ag1 S4,1.77
Te2 Mo1,1.08
B1 Pb6 Br1 O7,2.84
Eu1 In2 Ge4 Ir4,0.26
Ge0.15 Te0.15 Pb0.85 Se0.85,0.32
Na2 Zn1 Ge2 S6,3.04
La1 Cu1 S1 O1,3.1
Pb1 Se1,0.31
Pb3 O4,2.12
K2 Hg3 Ge2 S8,2.7
Ca1 Se1,5.0
Bi1 S1 I1,1.58
Cs1 Ca1 B1 O3,3.93
Ba8 Sn4 S15,2.31
In1 Ag1 Se2,1.22
V1 O2,0.65
Cs1 Cd1 In1 Se3,2.4
Sm2 Sn3 Se9,0.7
La1 Sb1,0.8
K6 Cd1 Te4,2.51
Ag2 Pd1 O2,0.18
Ba1 Ag1 Sb1 S3,2.2
Cd1 Hg6 As4 Br6,1.94
Ga1 As0.3 P0.7,2.16
Ba3 Cd1 Sn2 S8,2.75
Sb1 As1,1.6
In1 Sb2 S4 Br1,1.8
Li0.33 Ag1 Sn0.67 O2,2.7
Li2 Mn1 Ge1 S4,3.06
Ga3 Si1 Ag3 Se8,2.3
K0.8 Sn2 Hg1.2 S8,2.78
Bi1.8 Sb0.2 Te3,0.15
Cs2 Sb1,0.62
Nd10 Se14 O1,1.98
K1 Cu2 Sb1 S3,1.7
Li6 Ga2 Te8 O22,3.85
In1 Hg7 S6 Cl5,2.54
Bi1 I1 O1,2.12
Na2 Gd1 P2 O8,4.19
Ba3 V2 Se4 O16,2.87
Zn0.95 Ga0.05 P0.05 S0.95,3.0
Cu2 Te1,1.15
Ge1 As2,1.0
Fe1 As1 S1,0.06
V1 Cu3 S4,1.0
Ta1 Ga1 S2,2.4
As2 Rh1,1.15
Ca3 Bi1 P3 O12,4.2
Be1 Se1,4.0
Ba1 Sn2 S5,2.35
Ge0.03 Pb0.97 Se0.97 S0.03,0.28
Sm1 B1 Sb2 O8,3.54
Cs1 Y1 Zn1 Se3,2.29
Sn2 S1,0.85
Ga1 Ge1 Te1,1.1
Yb1 Se1,1.5
Ba1 O1,4.8
C1 Br4,3.7
La2 O3,5.4
Ga2 Se3,1.86
Cd1 Ag2 P2 S6,2.49
Zn0.99 Ga0.01 As0.01 Se0.99,2.59
K2 Cd3 S4,2.75
Pr1 Sb1,0.66
Sb1 Pb1 Br1 O2,2.67
Ba2 Nd1 In1 Se5,2.2
Cs1 Cd4 Ga5 S12,3.09
Rb2 Hg1 P2 Se6,2.32
K1 H3 Se2 O6,5.03
Ag1 Bi1 P2 Se6,1.4
Ba2 Dy1 Ga1 Se5,2.35
Mg1 F2,11.1
Si1 As1,1.48
Zn0.99 Ga0.01 P0.01 S0.99,3.7
Zn0.5 Ga0.5 P0.5 Se0.5,2.13
K1 Ba1 As1 Se3,2.26
Cs1 Sb1 Se2,1.7
In1 S1,1.86
Cd1 P2 S4,3.76
Bi1 Se1,0.4
Ni1 C2 N2,2.0
Ag1 Bi1 Pb1 Se3,0.13
As1 Os1 S1,1.3
Rb6 P3 S15,2.3
Er2 O3,5.42
Rh1 Se2,0.6
Bi2 Te2.1 Se0.9,0.3
Nd3 Te4,1.6
Si0.3 Ge0.7,0.88
In1 Sn2 As2 Se1,0.2
Na1 Nb1 Se2 O7,3.8
Te0.4 Se0.6,1.2
Cd0.05 In0.95 Te0.05 As0.95,0.68
In4 Se3,0.65
K6 Yb3 P5 S20,2.6
Al0.5 In0.5 P1,2.3
Ge1 P1,0.95
Nd2 Sn3 Se9,0.5
Tl1 In1 Se2,1.07
K1 Bi1 S2,0.92
Sm1 Cu1 Se1 O1,2.6
Cs2 Cu1 P3 S9,2.4
Ba2 Ga1 As1 Se5,1.39
Zr1.33 Ta0.67 N1.63 O1.89,2.48
Cs1 Dy9 Cd4 Se18,1.99
In1 Sb0.9 As0.1,0.27
Al1 N1,6.2
Nd1 As1,1.04
Cd2 In1 Ag1 Te3,0.47
Cd0.07 In0.93 Te0.07 As0.93,0.68
Si1 Te2,2.18
Ge1 S2,3.6
Cd0.99 Ga0.01 Sb0.01 Te0.99,1.35
Mg5 B3 O9 F1,5.63
Al2 Te3,2.5
K1 Al1 Ge1 S4,3.5
Cs1 Ce1 Cd1 Se3,2.4
P4 Ru1,0.64
Tc1 Se2,0.88
In1 N1,2.05
La1 Si2,0.19
Si0.94 Ge0.06,1.06
K1 Sb5 S8,1.67
Sn0.03 Pb0.97 Se1,0.29
Cd0.4 Hg0.6 Se1,0.95
Ba1 La2 In2 Se7,1.66
Rb1 Sb1 S2,1.96
Zn0.25 Ga0.75 P0.75 Se0.25,2.18
La2 Zr1 S5,2.01
Mg1 Ge1 N2,4.4
Bi2 Te2.97 Se0.03,0.15
Ba2 Th1 Cu2 Se5,1.75
Ba1 Re1 H9,3.44
Hg3 Bi2 Te2 Cl8,2.8
Zr0.67 Ta1.33 N3.03 O0.12,1.71
Zn1 Sn1 As2,0.74
Bi2 O3,2.85
Ge0.2 Te1 Pb0.8,0.4
Sn0.08 Te1 Pb0.92,0.16
Bi1 Te1 N1 O6,3.62
Mn1 Si1,0.6
K2 Pd1 Se10,1.48
Cs1 Cu1 Sb2 S4,1.7
Li6 Fe2 Te8 O22,1.98
Cs1 Ag2 Te1 S6,2.04
K1 V4 Ag11 O16,2.0
Ce2 Se3,1.75
As2 Os1,0.9
La2 Mn1 Ni1 O6,1.4
Ga1 As0.7 P0.3,1.8
Li3 P1 S4,3.68
Sr1 Nd2 S4,2.45
Cd0.204 Hg0.796 Te1,0.06
Ba2 Gd1 Ga1 Se5,1.87
Ga2 Hg1 S4,2.84
Tl1 Cr5 Se5 S3,0.8
Ge0.3 Te1 Pb0.7,0.48
Hg1 Se1,0.12
Cd1 I2,3.8
Ge1 As1,1.01
Li3 Bi1,0.7
Eu1 In2 S4,1.5
Rb3 Sb2 Br9,2.48
Sn1 O2,3.6
La1 Se0.14 S1.86,2.5
Ag2 Ge1 Te3,0.25
Dy4 Te3 S4,1.43
Ca2 Cd1 As2,0.95
Bi2 Te0.9 Se2.1,0.28
Tl1 As1 S2,2.15
P2 Se3,2.4
Al0.2 Ga0.8 P1,2.3
H6 Pt1 I6 O20,2.4
Li2 In2 Si1 S6,3.61
Ho1 N1,1.79
Sn1 Cl2,3.9
Cs1 In1 Ge1 S4,2.1
Ba5 Ga4 Se10,2.2
K1 Sb1 Se2,1.37
In0.3 Ga0.7 P1,2.2
Rb2 Cu2 Sn2 Se6,1.04
Rh1 Se3,0.7
In1 Sb0.6 As0.4,0.13
Cd1 Br2,4.47
Cs1 Lu7 Se11,1.78
Sn0.001 Pb0.999 Se1,0.24
Cs3 P1 W3 O13,3.27
Lu2 O3,5.5
Sr1 Zr1 S3,1.0
Rb1 Ag2 Sb1 S4,2.3
Cd4 Sb3,1.25
Li2 B6,2.0
Sb1 Te1 I1,1.25
K2 Zn1 Te2,3.0
Ag1 Sb1 Te2,0.35
B2 Mo1 Pb6 O12,2.9
Eu3 P2,1.2
Ba2 Zn0.2 B2 S5.2,3.54
Ga1 Ag1 Ge3 Se8,2.17
Al1 Cu1 S2,3.5
Ba3 Dy2 P4 S16,3.28
Zn2 In1 Cu1 Se4,1.1
Pd1 Se1,0.2
Te0.5 Se0.5,1.0
Bi1 Sb1 Te3,0.19
Ga1.95 Cu0.05 S2.95,2.7
Pr2 Ge2 Se7,1.32
Cs1 Sm1 Cd1 Se3,2.45
In1 Cu1 Se2,0.95
Na1 Sb1 Se2,1.2
La2 V1 Co1 O6,0.41
Tl4 Cu1 Te1 O6,2.2
Sb5 I1 O7,1.95
Hg1 Br1 Cl1,3.4
Rb1 Ga1 Sn1 Se4,1.88
Na3 Mo1 O4 F1,4.77
Y1 Mo1 O4 F1,3.78
Ba1 B2 O4,6.2
Na3 Sb1,1.17
Ta1 Ga1 Se2,2.15
Cd1 Cu2 Sn1 S4,1.37
K1 Br1,7.6
Zn1 As2,0.93
Pr1 Te1.9,1.0
Hg3 Bi2 S2 Cl8,3.26
Pb1 I2,3.01
In1 Ag1 Te2,0.96
Tl1 Ga1 S2,3.4
Fe1 Si2,0.85
Ba2 Sm1 In1 Te5,1.36
Sm1 B6,3.5
In0.01 Ga0.99 As1,1.4
Rb2 Sn3 Sb2 S10,2.33
Bi1 Br1 O1,2.92
Mn11 Si19,0.66
Hg1 Te1,0.19
Ba4 Ga2 Se8,1.63
Mg2 Ge1,1.67
Rb3 Al3 Ge7 Se20,2.4
Sr1 Ta1 N1 O2,1.99
Co1 Sb1 S1,0.5
